"scenario_id","design_partition","factor_name","factor_value","task_type","route","backend","svd_method","xprod_requested","xprod_used","requested_oversample","requested_power","rsvd_control_profile","direction_rule","directions_per_solve","candidate_block_refresh","fresh_start","refresh_width","refresh_iterations","effective_oversample","effective_power","n_train","n_test","p","q","class_count","latent_rank","max_ncomp","requested_prefixes","crosscov_mb","median_fit_sec","iqr_fit_sec","median_prediction_sec","iqr_prediction_sec","median_total_sec","iqr_total_sec","median_incremental_rss_mb","median_process_peak_rss_mb","median_gpu_process_peak_mb","median_model_size_mb","median_prediction_relative_error","min_prediction_correlation","min_label_agreement","median_metric_absolute_difference","numerical_failures","completed_runs"
"46_crosscov_mb_64_0","one_factor","crosscov_mb",64.0029907226562,"regression","cuda_rsvd_explicit","cuda","rsvd","explicit","TRUE",32,5,"explicit","fresh_oversampled_sketch_per_component",1,"FALSE","TRUE",NA,NA,32,5,1500,300,1000,8389,NA,20,10,1,64.0029907226562,0.94,0.0099999999999999,0.0190000000000001,0.000499999999999952,0.958,0.01,598.933125,1103.73,386,64.8165512084961,1.21003742437483e-05,0.999999999926791,NA,1.23409531482821e-08,0,3
"46_crosscov_mb_64_0","one_factor","crosscov_mb",64.0029907226562,"regression","cuda_rsvd_implicit","cuda","rsvd","implicit","TRUE",32,5,"explicit","fresh_oversampled_sketch_per_component",1,"FALSE","TRUE",NA,NA,32,5,1500,300,1000,8389,NA,20,10,1,64.0029907226562,0.944,0.003,0.0190000000000001,0.000499999999999952,0.963,0.00250000000000006,598.95484375,1103.74,386,64.8165512084961,1.21003742437483e-05,0.999999999926791,NA,1.23409531482821e-08,0,3
"01_n_500","one_factor","n",500,"regression","cpu_irlba_explicit","cpu","irlba","explicit","FALSE",32,5,NA,"fresh_per_component",1,"FALSE","TRUE",NA,NA,NA,NA,500,100,400,100,NA,30,20,1,0.30517578125,0.04,5e-04,0.003,5e-04,0.044,5e-04,1.87524999999999,380.18,NA,0.400917053222656,0,1,NA,0,0,3
"01_n_500","one_factor","n",500,"regression","cuda_rsvd_auto","cuda","rsvd","auto","FALSE",NA,NA,"high_response_stable","fresh_oversampled_sketch_per_component",1,"FALSE","TRUE",NA,NA,48,6,500,100,400,100,NA,30,20,1,0.30517578125,0.344,0.003,0.00100000000000011,0.000500000000000055,0.345,0.00249999999999995,351.48459375,734.301,200,0.406326293945312,1.45213470117678e-05,0.999999999894445,NA,6.50846160299423e-08,0,3
"02_n_1000","one_factor","n",1000,"regression","cpu_irlba_explicit","cpu","irlba","explicit","FALSE",32,5,NA,"fresh_per_component",1,"FALSE","TRUE",NA,NA,NA,NA,1000,200,400,100,NA,30,20,1,0.30517578125,0.055,5e-04,0.00600000000000001,1.15359111152458e-16,0.0610000000000001,0.000500000000000146,7.21862499999997,385.703,NA,0.400917053222656,0,1,NA,0,0,3
"02_n_1000","one_factor","n",1000,"regression","cuda_rsvd_auto","cuda","rsvd","auto","FALSE",NA,NA,"ordinary_fast","fresh_oversampled_sketch_per_component",1,"FALSE","TRUE",NA,NA,32,5,1000,200,400,100,NA,30,20,1,0.30517578125,0.311,0.00950000000000001,0.002,0,0.313,0.00950000000000001,362.2189375,745.168,202,0.40631103515625,5.89907667703437e-06,0.9999999999826,NA,1.25865040612183e-09,0,3
"03_n_2000","one_factor","n",2000,"regression","cpu_irlba_explicit","cpu","irlba","explicit","FALSE",32,5,NA,"fresh_per_component",1,"FALSE","TRUE",NA,NA,NA,NA,2000,400,400,100,NA,30,20,1,0.30517578125,0.086,5e-04,0.01,0,0.096,5e-04,14.546875,400.629,NA,0.400917053222656,0,1,NA,0,0,3
"03_n_2000","one_factor","n",2000,"regression","cuda_rsvd_auto","cuda","rsvd","auto","FALSE",NA,NA,"ordinary_fast","fresh_oversampled_sketch_per_component",1,"FALSE","TRUE",NA,NA,32,5,2000,400,400,100,NA,30,20,1,0.30517578125,0.315,0.002,0.00299999999999989,1.10154940724527e-16,0.318,0.002,362.40628125,752.918,204,0.40631103515625,2.24783628144348e-06,0.999999999997473,NA,2.71799069917478e-08,0,3
"04_n_5000","one_factor","n",5000,"regression","cpu_irlba_explicit","cpu","irlba","explicit","FALSE",32,5,NA,"fresh_per_component",1,"FALSE","TRUE",NA,NA,NA,NA,5000,1000,400,100,NA,30,20,1,0.30517578125,0.494,0.004,0.02,0,0.514,0.004,36.21096875,434.199,NA,0.400917053222656,0,1,NA,0,0,3
"04_n_5000","one_factor","n",5000,"regression","cuda_rsvd_auto","cuda","rsvd","auto","FALSE",NA,NA,"ordinary_fast","fresh_oversampled_sketch_per_component",1,"FALSE","TRUE",NA,NA,32,5,5000,1000,400,100,NA,30,20,1,0.30517578125,0.324,0.0045,0.00499999999999989,0.000500000000000059,0.329,0.004,376.32778125,778.777,226,0.40631103515625,5.54178703007862e-06,0.999999999984645,NA,1.61333491011106e-08,0,3
"05_n_10000","one_factor","n",10000,"regression","cpu_irlba_explicit","cpu","irlba","explicit","FALSE",32,5,NA,"fresh_per_component",1,"FALSE","TRUE",NA,NA,NA,NA,10000,2000,400,100,NA,30,20,1,0.30517578125,1.305,0.00449999999999995,0.036,0.0010000000000001,1.341,0.00350000000000006,77.80471875,492.594,NA,0.400917053222656,0,1,NA,0,0,3
"05_n_10000","one_factor","n",10000,"regression","cuda_rsvd_auto","cuda","rsvd","auto","FALSE",NA,NA,"ordinary_fast","fresh_oversampled_sketch_per_component",1,"FALSE","TRUE",NA,NA,32,5,10000,2000,400,100,NA,30,20,1,0.30517578125,0.349,0.003,0.0069999999999999,1.09287578986539e-16,0.356,0.003,399.59396875,818.801,238,0.40631103515625,1.18447068030734e-05,0.999999999929854,NA,1.2984957015183e-07,0,3
"19_ncomp_2","one_factor","ncomp",2,"regression","cpu_irlba_explicit","cpu","irlba","explicit","FALSE",32,5,NA,"fresh_per_component",1,"FALSE","TRUE",NA,NA,NA,NA,2000,400,500,100,NA,100,2,1,0.3814697265625,0.0600000000000001,0.000999999999999897,0.012,0.00049999999999995,0.0720000000000001,0.0014999999999999,17.1326875,403.578,NA,0.411582946777344,0,1,NA,0,0,3
"19_ncomp_2","one_factor","ncomp",2,"regression","cuda_rsvd_auto","cuda","rsvd","auto","FALSE",NA,NA,"ordinary_fast","fresh_oversampled_sketch_per_component",1,"FALSE","TRUE",NA,NA,32,5,2000,400,500,100,NA,100,2,1,0.3814697265625,0.256,0.0025,0.00600000000000001,0.000499999999999945,0.262,0.002,366.3708125,757.238,204,0.416976928710938,0.000484154748006719,0.999999634738798,NA,1.16498812885446e-06,0,3
"20_ncomp_5","one_factor","ncomp",5,"regression","cpu_irlba_explicit","cpu","irlba","explicit","FALSE",32,5,NA,"fresh_per_component",1,"FALSE","TRUE",NA,NA,NA,NA,2000,400,500,100,NA,100,5,1,0.3814697265625,0.069,0.00500000000000006,0.012,0,0.081,0.00499999999999999,17.13253125,403.496,NA,0.425315856933594,0,1,NA,0,0,3
"20_ncomp_5","one_factor","ncomp",5,"regression","cuda_rsvd_auto","cuda","rsvd","auto","FALSE",NA,NA,"ordinary_fast","fresh_oversampled_sketch_per_component",1,"FALSE","TRUE",NA,NA,32,5,2000,400,500,100,NA,100,5,1,0.3814697265625,0.27,0.00800000000000001,0.00600000000000001,0.001,0.276,0.00900000000000001,366.418375,757.258,204,0.430709838867188,0.00105705713602656,0.999999333579872,NA,1.725082782289e-06,0,3
"21_ncomp_10","one_factor","ncomp",10,"regression","cpu_irlba_explicit","cpu","irlba","explicit","FALSE",32,5,NA,"fresh_per_component",1,"FALSE","TRUE",NA,NA,NA,NA,2000,400,500,100,NA,100,10,1,0.3814697265625,0.0820000000000001,0.000500000000000056,0.0110000000000001,0.000500000000000051,0.0930000000000001,0.00100000000000004,17.13621875,403.523,NA,0.448219299316406,0,1,NA,0,0,3
"21_ncomp_10","one_factor","ncomp",10,"regression","cuda_rsvd_auto","cuda","rsvd","auto","FALSE",NA,NA,"ordinary_fast","fresh_oversampled_sketch_per_component",1,"FALSE","TRUE",NA,NA,32,5,2000,400,500,100,NA,100,10,1,0.3814697265625,0.283,0.0015,0.00299999999999989,0.000499999999999945,0.286,0.001,366.484375,757.363,204,0.45361328125,0.000740422654368334,0.999999633914907,NA,2.11870453736829e-06,0,3
"22_ncomp_20","one_factor","ncomp",20,"regression","cpu_irlba_explicit","cpu","irlba","explicit","FALSE",32,5,NA,"fresh_per_component",1,"FALSE","TRUE",NA,NA,NA,NA,2000,400,500,100,NA,100,20,1,0.3814697265625,0.115,0.00249999999999999,0.012,0.00049999999999995,0.127,0.002,17.13259375,403.535,NA,0.493995666503906,0,1,NA,0,0,3
"22_ncomp_20","one_factor","ncomp",20,"regression","cuda_rsvd_auto","cuda","rsvd","auto","FALSE",NA,NA,"ordinary_fast","fresh_oversampled_sketch_per_component",1,"FALSE","TRUE",NA,NA,32,5,2000,400,500,100,NA,100,20,1,0.3814697265625,0.319,0.0015,0.00299999999999989,0.000500000000000055,0.322,0.002,366.60578125,757.516,208,0.4993896484375,0.00148506619533247,0.999998874490756,NA,3.98612411522947e-06,0,3
"23_ncomp_40","one_factor","ncomp",40,"regression","cpu_irlba_explicit","cpu","irlba","explicit","FALSE",32,5,NA,"fresh_per_component",1,"FALSE","TRUE",NA,NA,NA,NA,2000,400,500,100,NA,100,40,1,0.3814697265625,0.175,0.001,0.0110000000000001,1.00613961606655e-16,0.186,0.001,17.133125,403.555,NA,0.585548400878906,0,1,NA,0,0,3
"23_ncomp_40","one_factor","ncomp",40,"regression","cuda_rsvd_auto","cuda","rsvd","auto","FALSE",NA,NA,"ordinary_fast","fresh_oversampled_sketch_per_component",1,"FALSE","TRUE",NA,NA,32,5,2000,400,500,100,NA,100,40,1,0.3814697265625,0.392,0.001,0.00300000000000011,0,0.395,0.001,366.8710625,757.707,208,0.5909423828125,0.0013679409523982,0.999998871593719,NA,9.50454910497722e-06,0,3
"24_ncomp_80","one_factor","ncomp",80,"regression","cpu_irlba_explicit","cpu","irlba","explicit","FALSE",32,5,NA,"fresh_per_component",1,"FALSE","TRUE",NA,NA,NA,NA,2000,400,500,100,NA,100,80,1,0.3814697265625,0.312,0.002,0.012,0.000999999999999999,0.323,0.0015,17.1326875,403.441,NA,0.768653869628906,0,1,NA,0,0,3
"24_ncomp_80","one_factor","ncomp",80,"regression","cuda_rsvd_auto","cuda","rsvd","auto","FALSE",NA,NA,"ordinary_fast","fresh_oversampled_sketch_per_component",1,"FALSE","TRUE",NA,NA,32,5,2000,400,500,100,NA,100,80,1,0.3814697265625,0.533,0.00850000000000006,0.00299999999999989,0.000500000000000055,0.536,0.0089999999999999,367.448875,758.277,208,0.7740478515625,0.00304943427643043,0.999994611941086,NA,1.22038282132642e-05,0,3
"06_p_50","one_factor","p",50,"regression","cpu_irlba_explicit","cpu","irlba","explicit","FALSE",32,5,NA,"fresh_per_component",1,"FALSE","TRUE",NA,NA,NA,NA,2000,400,50,100,NA,30,20,1,0.03814697265625,0.017,0,0.002,0,0.019,0,1.87506250000001,383.164,NA,0.0751419067382812,0,1,NA,0,0,3
