"run_id","scenario_id","factor_name","design_partition","factor_value","task_type","n_train","n_test","p","q","latent_rank","class_count","max_ncomp","requested_prefixes","route","backend","svd_method","xprod","requested_oversample","requested_power","replicate","reference"
"42_crosscov_mb_4_0__cuda_rsvd_auto__rep3","42_crosscov_mb_4_0","crosscov_mb","one_factor",3.997802734375,"regression",1500,300,1000,524,20,NA,10,1,"cuda_rsvd_auto","cuda","rsvd","auto",NA,NA,3,FALSE
"42_crosscov_mb_4_0__cuda_rsvd_explicit__rep3","42_crosscov_mb_4_0","crosscov_mb","one_factor",3.997802734375,"regression",1500,300,1000,524,20,NA,10,1,"cuda_rsvd_explicit","cuda","rsvd","explicit",32,5,3,FALSE
"42_crosscov_mb_4_0__cuda_rsvd_implicit__rep3","42_crosscov_mb_4_0","crosscov_mb","one_factor",3.997802734375,"regression",1500,300,1000,524,20,NA,10,1,"cuda_rsvd_implicit","cuda","rsvd","implicit",32,5,3,FALSE
"43_crosscov_mb_8_0__cpu_irlba_explicit__rep1","43_crosscov_mb_8_0","crosscov_mb","one_factor",8.00323486328125,"regression",1500,300,1000,1049,20,NA,10,1,"cpu_irlba_explicit","cpu","irlba","explicit",32,5,1,TRUE
"43_crosscov_mb_8_0__cuda_rsvd_auto__rep1","43_crosscov_mb_8_0","crosscov_mb","one_factor",8.00323486328125,"regression",1500,300,1000,1049,20,NA,10,1,"cuda_rsvd_auto","cuda","rsvd","auto",NA,NA,1,FALSE
"43_crosscov_mb_8_0__cuda_rsvd_explicit__rep1","43_crosscov_mb_8_0","crosscov_mb","one_factor",8.00323486328125,"regression",1500,300,1000,1049,20,NA,10,1,"cuda_rsvd_explicit","cuda","rsvd","explicit",32,5,1,FALSE
"43_crosscov_mb_8_0__cuda_rsvd_implicit__rep1","43_crosscov_mb_8_0","crosscov_mb","one_factor",8.00323486328125,"regression",1500,300,1000,1049,20,NA,10,1,"cuda_rsvd_implicit","cuda","rsvd","implicit",32,5,1,FALSE
"43_crosscov_mb_8_0__cpu_irlba_explicit__rep2","43_crosscov_mb_8_0","crosscov_mb","one_factor",8.00323486328125,"regression",1500,300,1000,1049,20,NA,10,1,"cpu_irlba_explicit","cpu","irlba","explicit",32,5,2,TRUE
"43_crosscov_mb_8_0__cuda_rsvd_auto__rep2","43_crosscov_mb_8_0","crosscov_mb","one_factor",8.00323486328125,"regression",1500,300,1000,1049,20,NA,10,1,"cuda_rsvd_auto","cuda","rsvd","auto",NA,NA,2,FALSE
"43_crosscov_mb_8_0__cuda_rsvd_explicit__rep2","43_crosscov_mb_8_0","crosscov_mb","one_factor",8.00323486328125,"regression",1500,300,1000,1049,20,NA,10,1,"cuda_rsvd_explicit","cuda","rsvd","explicit",32,5,2,FALSE
"43_crosscov_mb_8_0__cuda_rsvd_implicit__rep2","43_crosscov_mb_8_0","crosscov_mb","one_factor",8.00323486328125,"regression",1500,300,1000,1049,20,NA,10,1,"cuda_rsvd_implicit","cuda","rsvd","implicit",32,5,2,FALSE
"43_crosscov_mb_8_0__cpu_irlba_explicit__rep3","43_crosscov_mb_8_0","crosscov_mb","one_factor",8.00323486328125,"regression",1500,300,1000,1049,20,NA,10,1,"cpu_irlba_explicit","cpu","irlba","explicit",32,5,3,TRUE
"43_crosscov_mb_8_0__cuda_rsvd_auto__rep3","43_crosscov_mb_8_0","crosscov_mb","one_factor",8.00323486328125,"regression",1500,300,1000,1049,20,NA,10,1,"cuda_rsvd_auto","cuda","rsvd","auto",NA,NA,3,FALSE
"43_crosscov_mb_8_0__cuda_rsvd_explicit__rep3","43_crosscov_mb_8_0","crosscov_mb","one_factor",8.00323486328125,"regression",1500,300,1000,1049,20,NA,10,1,"cuda_rsvd_explicit","cuda","rsvd","explicit",32,5,3,FALSE
"43_crosscov_mb_8_0__cuda_rsvd_implicit__rep3","43_crosscov_mb_8_0","crosscov_mb","one_factor",8.00323486328125,"regression",1500,300,1000,1049,20,NA,10,1,"cuda_rsvd_implicit","cuda","rsvd","implicit",32,5,3,FALSE
"44_crosscov_mb_16_0__cpu_irlba_explicit__rep1","44_crosscov_mb_16_0","crosscov_mb","one_factor",15.9988403320312,"regression",1500,300,1000,2097,20,NA,10,1,"cpu_irlba_explicit","cpu","irlba","explicit",32,5,1,TRUE
"44_crosscov_mb_16_0__cuda_rsvd_auto__rep1","44_crosscov_mb_16_0","crosscov_mb","one_factor",15.9988403320312,"regression",1500,300,1000,2097,20,NA,10,1,"cuda_rsvd_auto","cuda","rsvd","auto",NA,NA,1,FALSE
"44_crosscov_mb_16_0__cuda_rsvd_explicit__rep1","44_crosscov_mb_16_0","crosscov_mb","one_factor",15.9988403320312,"regression",1500,300,1000,2097,20,NA,10,1,"cuda_rsvd_explicit","cuda","rsvd","explicit",32,5,1,FALSE
"44_crosscov_mb_16_0__cuda_rsvd_implicit__rep1","44_crosscov_mb_16_0","crosscov_mb","one_factor",15.9988403320312,"regression",1500,300,1000,2097,20,NA,10,1,"cuda_rsvd_implicit","cuda","rsvd","implicit",32,5,1,FALSE
"44_crosscov_mb_16_0__cpu_irlba_explicit__rep2","44_crosscov_mb_16_0","crosscov_mb","one_factor",15.9988403320312,"regression",1500,300,1000,2097,20,NA,10,1,"cpu_irlba_explicit","cpu","irlba","explicit",32,5,2,TRUE
"44_crosscov_mb_16_0__cuda_rsvd_auto__rep2","44_crosscov_mb_16_0","crosscov_mb","one_factor",15.9988403320312,"regression",1500,300,1000,2097,20,NA,10,1,"cuda_rsvd_auto","cuda","rsvd","auto",NA,NA,2,FALSE
"44_crosscov_mb_16_0__cuda_rsvd_explicit__rep2","44_crosscov_mb_16_0","crosscov_mb","one_factor",15.9988403320312,"regression",1500,300,1000,2097,20,NA,10,1,"cuda_rsvd_explicit","cuda","rsvd","explicit",32,5,2,FALSE
"44_crosscov_mb_16_0__cuda_rsvd_implicit__rep2","44_crosscov_mb_16_0","crosscov_mb","one_factor",15.9988403320312,"regression",1500,300,1000,2097,20,NA,10,1,"cuda_rsvd_implicit","cuda","rsvd","implicit",32,5,2,FALSE
"44_crosscov_mb_16_0__cpu_irlba_explicit__rep3","44_crosscov_mb_16_0","crosscov_mb","one_factor",15.9988403320312,"regression",1500,300,1000,2097,20,NA,10,1,"cpu_irlba_explicit","cpu","irlba","explicit",32,5,3,TRUE
"44_crosscov_mb_16_0__cuda_rsvd_auto__rep3","44_crosscov_mb_16_0","crosscov_mb","one_factor",15.9988403320312,"regression",1500,300,1000,2097,20,NA,10,1,"cuda_rsvd_auto","cuda","rsvd","auto",NA,NA,3,FALSE
"44_crosscov_mb_16_0__cuda_rsvd_explicit__rep3","44_crosscov_mb_16_0","crosscov_mb","one_factor",15.9988403320312,"regression",1500,300,1000,2097,20,NA,10,1,"cuda_rsvd_explicit","cuda","rsvd","explicit",32,5,3,FALSE
"44_crosscov_mb_16_0__cuda_rsvd_implicit__rep3","44_crosscov_mb_16_0","crosscov_mb","one_factor",15.9988403320312,"regression",1500,300,1000,2097,20,NA,10,1,"cuda_rsvd_implicit","cuda","rsvd","implicit",32,5,3,FALSE
"45_crosscov_mb_32_0__cpu_irlba_explicit__rep1","45_crosscov_mb_32_0","crosscov_mb","one_factor",31.9976806640625,"regression",1500,300,1000,4194,20,NA,10,1,"cpu_irlba_explicit","cpu","irlba","explicit",32,5,1,TRUE
"45_crosscov_mb_32_0__cuda_rsvd_auto__rep1","45_crosscov_mb_32_0","crosscov_mb","one_factor",31.9976806640625,"regression",1500,300,1000,4194,20,NA,10,1,"cuda_rsvd_auto","cuda","rsvd","auto",NA,NA,1,FALSE
"45_crosscov_mb_32_0__cuda_rsvd_explicit__rep1","45_crosscov_mb_32_0","crosscov_mb","one_factor",31.9976806640625,"regression",1500,300,1000,4194,20,NA,10,1,"cuda_rsvd_explicit","cuda","rsvd","explicit",32,5,1,FALSE
"45_crosscov_mb_32_0__cuda_rsvd_implicit__rep1","45_crosscov_mb_32_0","crosscov_mb","one_factor",31.9976806640625,"regression",1500,300,1000,4194,20,NA,10,1,"cuda_rsvd_implicit","cuda","rsvd","implicit",32,5,1,FALSE
"45_crosscov_mb_32_0__cpu_irlba_explicit__rep2","45_crosscov_mb_32_0","crosscov_mb","one_factor",31.9976806640625,"regression",1500,300,1000,4194,20,NA,10,1,"cpu_irlba_explicit","cpu","irlba","explicit",32,5,2,TRUE
"45_crosscov_mb_32_0__cuda_rsvd_auto__rep2","45_crosscov_mb_32_0","crosscov_mb","one_factor",31.9976806640625,"regression",1500,300,1000,4194,20,NA,10,1,"cuda_rsvd_auto","cuda","rsvd","auto",NA,NA,2,FALSE
"45_crosscov_mb_32_0__cuda_rsvd_explicit__rep2","45_crosscov_mb_32_0","crosscov_mb","one_factor",31.9976806640625,"regression",1500,300,1000,4194,20,NA,10,1,"cuda_rsvd_explicit","cuda","rsvd","explicit",32,5,2,FALSE
"45_crosscov_mb_32_0__cuda_rsvd_implicit__rep2","45_crosscov_mb_32_0","crosscov_mb","one_factor",31.9976806640625,"regression",1500,300,1000,4194,20,NA,10,1,"cuda_rsvd_implicit","cuda","rsvd","implicit",32,5,2,FALSE
"45_crosscov_mb_32_0__cpu_irlba_explicit__rep3","45_crosscov_mb_32_0","crosscov_mb","one_factor",31.9976806640625,"regression",1500,300,1000,4194,20,NA,10,1,"cpu_irlba_explicit","cpu","irlba","explicit",32,5,3,TRUE
"45_crosscov_mb_32_0__cuda_rsvd_auto__rep3","45_crosscov_mb_32_0","crosscov_mb","one_factor",31.9976806640625,"regression",1500,300,1000,4194,20,NA,10,1,"cuda_rsvd_auto","cuda","rsvd","auto",NA,NA,3,FALSE
"45_crosscov_mb_32_0__cuda_rsvd_explicit__rep3","45_crosscov_mb_32_0","crosscov_mb","one_factor",31.9976806640625,"regression",1500,300,1000,4194,20,NA,10,1,"cuda_rsvd_explicit","cuda","rsvd","explicit",32,5,3,FALSE
"45_crosscov_mb_32_0__cuda_rsvd_implicit__rep3","45_crosscov_mb_32_0","crosscov_mb","one_factor",31.9976806640625,"regression",1500,300,1000,4194,20,NA,10,1,"cuda_rsvd_implicit","cuda","rsvd","implicit",32,5,3,FALSE
"46_crosscov_mb_64_0__cpu_irlba_explicit__rep1","46_crosscov_mb_64_0","crosscov_mb","one_factor",64.0029907226562,"regression",1500,300,1000,8389,20,NA,10,1,"cpu_irlba_explicit","cpu","irlba","explicit",32,5,1,TRUE
"46_crosscov_mb_64_0__cuda_rsvd_auto__rep1","46_crosscov_mb_64_0","crosscov_mb","one_factor",64.0029907226562,"regression",1500,300,1000,8389,20,NA,10,1,"cuda_rsvd_auto","cuda","rsvd","auto",NA,NA,1,FALSE
"46_crosscov_mb_64_0__cuda_rsvd_explicit__rep1","46_crosscov_mb_64_0","crosscov_mb","one_factor",64.0029907226562,"regression",1500,300,1000,8389,20,NA,10,1,"cuda_rsvd_explicit","cuda","rsvd","explicit",32,5,1,FALSE
"46_crosscov_mb_64_0__cuda_rsvd_implicit__rep1","46_crosscov_mb_64_0","crosscov_mb","one_factor",64.0029907226562,"regression",1500,300,1000,8389,20,NA,10,1,"cuda_rsvd_implicit","cuda","rsvd","implicit",32,5,1,FALSE
"46_crosscov_mb_64_0__cpu_irlba_explicit__rep2","46_crosscov_mb_64_0","crosscov_mb","one_factor",64.0029907226562,"regression",1500,300,1000,8389,20,NA,10,1,"cpu_irlba_explicit","cpu","irlba","explicit",32,5,2,TRUE
"46_crosscov_mb_64_0__cuda_rsvd_auto__rep2","46_crosscov_mb_64_0","crosscov_mb","one_factor",64.0029907226562,"regression",1500,300,1000,8389,20,NA,10,1,"cuda_rsvd_auto","cuda","rsvd","auto",NA,NA,2,FALSE
"46_crosscov_mb_64_0__cuda_rsvd_explicit__rep2","46_crosscov_mb_64_0","crosscov_mb","one_factor",64.0029907226562,"regression",1500,300,1000,8389,20,NA,10,1,"cuda_rsvd_explicit","cuda","rsvd","explicit",32,5,2,FALSE
"46_crosscov_mb_64_0__cuda_rsvd_implicit__rep2","46_crosscov_mb_64_0","crosscov_mb","one_factor",64.0029907226562,"regression",1500,300,1000,8389,20,NA,10,1,"cuda_rsvd_implicit","cuda","rsvd","implicit",32,5,2,FALSE
"46_crosscov_mb_64_0__cpu_irlba_explicit__rep3","46_crosscov_mb_64_0","crosscov_mb","one_factor",64.0029907226562,"regression",1500,300,1000,8389,20,NA,10,1,"cpu_irlba_explicit","cpu","irlba","explicit",32,5,3,TRUE
"46_crosscov_mb_64_0__cuda_rsvd_auto__rep3","46_crosscov_mb_64_0","crosscov_mb","one_factor",64.0029907226562,"regression",1500,300,1000,8389,20,NA,10,1,"cuda_rsvd_auto","cuda","rsvd","auto",NA,NA,3,FALSE
"46_crosscov_mb_64_0__cuda_rsvd_explicit__rep3","46_crosscov_mb_64_0","crosscov_mb","one_factor",64.0029907226562,"regression",1500,300,1000,8389,20,NA,10,1,"cuda_rsvd_explicit","cuda","rsvd","explicit",32,5,3,FALSE
"46_crosscov_mb_64_0__cuda_rsvd_implicit__rep3","46_crosscov_mb_64_0","crosscov_mb","one_factor",64.0029907226562,"regression",1500,300,1000,8389,20,NA,10,1,"cuda_rsvd_implicit","cuda","rsvd","implicit",32,5,3,FALSE
