"package_version","dataset","task_type","method","backend_requested","precision","classifier","svd_method","ncomp","n_ok","n_failed","median_fit_sec","iqr_fit_sec","median_prediction_sec","iqr_prediction_sec","median_total_sec","iqr_total_sec","median_metric","median_peak_rss_mb","median_incremental_rss_mb","control_profile","oversample","power","direction_rule","fresh_start","errors"
"0.99.39","ccle","classification","simpls","cuda","float64","argmax","rsvd",2,5,0,0.238,0.00299999999999989,0.004,0,0.242,0.00299999999999989,0.338028169014085,814.15625,420.98046875,"ordinary_fast",32,5,"fresh_oversampled_sketch_per_component",TRUE,""
"0.99.39","ccle","classification","simpls","cpu","float64","argmax","rsvd",5,5,0,0.036,0.001,0.003,0.001,0.039,0,0.422535211267606,462.82421875,69.625,"ordinary_fast",32,5,"fresh_oversampled_sketch_per_component",TRUE,""
"0.99.39","ccle","classification","simpls","cuda","float64","argmax","rsvd",5,5,0,0.248,0.00600000000000001,0.004,0.00099999999999989,0.252,0.0069999999999999,0.422535211267606,813.9921875,420.8515625,"ordinary_fast",32,5,"fresh_oversampled_sketch_per_component",TRUE,""
"0.99.39","ccle","classification","simpls","cpu","float64","argmax","rsvd",10,5,0,0.055,0,0.003,0.001,0.0590000000000001,0.001,0.507042253521127,462.5859375,69.43359375,"ordinary_fast",32,5,"fresh_oversampled_sketch_per_component",TRUE,""
"0.99.39","ccle","classification","simpls","cuda","float64","argmax","rsvd",10,5,0,0.259,0.004,0.004,0,0.263,0.004,0.507042253521127,814.38671875,421.3046875,"ordinary_fast",32,5,"fresh_oversampled_sketch_per_component",TRUE,""
"0.99.39","ccle","classification","simpls","cpu","float64","argmax","rsvd",18,5,0,0.0870000000000001,0.002,0.004,0,0.0910000000000001,0.002,0.647887323943662,462.61328125,69.48046875,"ordinary_fast",32,5,"fresh_oversampled_sketch_per_component",TRUE,""
"0.99.39","ccle","classification","simpls","cuda","float64","argmax","rsvd",18,5,0,0.275,0.001,0.004,0,0.279,0.001,0.647887323943662,814.6328125,421.484375,"ordinary_fast",32,5,"fresh_oversampled_sketch_per_component",TRUE,""
"0.99.39","ccle","classification","simpls","cpu","float64","argmax","rsvd",26,5,0,0.12,0,0.004,0.00100000000000011,0.124,0.001,0.71830985915493,462.6875,69.6015625,"ordinary_fast",32,5,"fresh_oversampled_sketch_per_component",TRUE,""
"0.99.39","ccle","classification","simpls","cuda","float64","argmax","rsvd",26,5,0,0.297,0.00499999999999989,0.004,0,0.301,0.00399999999999978,0.71830985915493,814.52734375,421.3359375,"ordinary_fast",32,5,"fresh_oversampled_sketch_per_component",TRUE,""
"0.99.39","ccle","classification","simpls","cpu","float64","argmax","rsvd",50,5,0,0.217,0.001,0.00300000000000011,0.00099999999999989,0.22,2.22044604925031e-16,0.732394366197183,462.83984375,69.69140625,"ordinary_fast",32,5,"fresh_oversampled_sketch_per_component",TRUE,""
"0.99.39","ccle","classification","simpls","cuda","float64","argmax","rsvd",50,5,0,0.35,0.004,0.004,0,0.354,0.004,0.732394366197183,814.0703125,420.83984375,"ordinary_fast",32,5,"fresh_oversampled_sketch_per_component",TRUE,""
"0.99.39","ccle","classification","simpls","cpu","float64","argmax","rsvd",100,5,0,0.419,0.00099999999999989,0.004,0,0.423,0.00099999999999989,0.71830985915493,464.3828125,71.22265625,"ordinary_fast",32,5,"fresh_oversampled_sketch_per_component",TRUE,""
"0.99.39","ccle","classification","simpls","cuda","float64","argmax","rsvd",100,5,0,0.465,0.00699999999999978,0.004,0,0.469,0.00699999999999978,0.71830985915493,815.8828125,422.70703125,"ordinary_fast",32,5,"fresh_oversampled_sketch_per_component",TRUE,""
"0.99.39","ccle","classification","opls","cpu","float64","argmax","rsvd",1,5,0,0.029,0,0.004,0,0.033,0.001,0.323943661971831,471.171875,78.1015625,"ordinary_fast",32,5,"fresh_oversampled_sketch_per_component",TRUE,""
"0.99.39","ccle","classification","opls","cuda","float64","argmax","rsvd",1,5,0,0.239,0.00900000000000001,0.00800000000000001,0,0.247,0.00900000000000001,0.323943661971831,817.30078125,424.16015625,"ordinary_fast",32,5,"fresh_oversampled_sketch_per_component",TRUE,""
"0.99.39","ccle","classification","opls","cpu","float64","argmax","rsvd",2,5,0,0.034,0.001,0.004,0,0.038,0.001,0.380281690140845,471.2578125,78.1640625,"ordinary_fast",32,5,"fresh_oversampled_sketch_per_component",TRUE,""
"0.99.39","ccle","classification","opls","cuda","float64","argmax","rsvd",2,5,0,0.244,0.0079999999999999,0.004,0.00099999999999989,0.249,0.00899999999999979,0.380281690140845,818.5234375,425.4375,"ordinary_fast",32,5,"fresh_oversampled_sketch_per_component",TRUE,""
"0.99.39","ccle","classification","opls","cpu","float64","argmax","rsvd",5,5,0,0.045,0.00099999999999989,0.004,0,0.049,0.001,0.450704225352113,471.37890625,78.23828125,"ordinary_fast",32,5,"fresh_oversampled_sketch_per_component",TRUE,""
"0.99.39","ccle","classification","opls","cuda","float64","argmax","rsvd",5,5,0,0.252,0.00200000000000011,0.00499999999999989,0.00099999999999989,0.257,0.003,0.450704225352113,818.96484375,425.84375,"ordinary_fast",32,5,"fresh_oversampled_sketch_per_component",TRUE,""
"0.99.39","ccle","classification","opls","cpu","float64","argmax","rsvd",10,5,0,0.0650000000000001,0.001,0.005,0.001,0.0700000000000001,1.11022302462516e-16,0.52112676056338,471.32421875,78.2109375,"ordinary_fast",32,5,"fresh_oversampled_sketch_per_component",TRUE,""
"0.99.39","ccle","classification","opls","cuda","float64","argmax","rsvd",10,5,0,0.264,0.00200000000000011,0.004,0,0.269,0.00200000000000033,0.52112676056338,819.10546875,426.03125,"ordinary_fast",32,5,"fresh_oversampled_sketch_per_component",TRUE,""
"0.99.39","ccle","classification","opls","cpu","float64","argmax","rsvd",18,5,0,0.099,0.00199999999999989,0.004,1.11022302462516e-16,0.103,0.00299999999999989,0.605633802816901,471.203125,78.0703125,"ordinary_fast",32,5,"fresh_oversampled_sketch_per_component",TRUE,""
"0.99.39","ccle","classification","opls","cuda","float64","argmax","rsvd",18,5,0,0.282,0.00100000000000011,0.00499999999999989,0.00100000000000011,0.286,0.00099999999999989,0.605633802816901,819.28515625,426.07421875,"ordinary_fast",32,5,"fresh_oversampled_sketch_per_component",TRUE,""
"0.99.39","ccle","classification","opls","cpu","float64","argmax","rsvd",25,5,0,0.126,0,0.004,0,0.13,0,0.676056338028169,471.3671875,78.16015625,"ordinary_fast",32,5,"fresh_oversampled_sketch_per_component",TRUE,""
"0.99.39","ccle","classification","opls","cuda","float64","argmax","rsvd",25,5,0,0.298,0.00099999999999989,0.004,0.00100000000000011,0.303,0.00100000000000011,0.676056338028169,819.296875,426.15625,"ordinary_fast",32,5,"fresh_oversampled_sketch_per_component",TRUE,""
"0.99.39","ccle","classification","opls","cpu","float64","argmax","rsvd",50,5,0,0.226,0.000999999999999779,0.004,0,0.23,0.000999999999999779,0.71830985915493,471.34765625,78.24609375,"ordinary_fast",32,5,"fresh_oversampled_sketch_per_component",TRUE,""
"0.99.39","ccle","classification","opls","cuda","float64","argmax","rsvd",50,5,0,0.355,1.11022302462516e-16,0.004,0,0.359,1.11022302462516e-16,0.71830985915493,819.31640625,426.17578125,"ordinary_fast",32,5,"fresh_oversampled_sketch_per_component",TRUE,""
"0.99.39","ccle","classification","opls","cpu","float64","argmax","rsvd",100,5,0,0.429,0.00199999999999989,0.004,0,0.433,0.00199999999999989,0.704225352112676,471.88671875,78.7109375,"ordinary_fast",32,5,"fresh_oversampled_sketch_per_component",TRUE,""
